time,switch_id,gfe,g_usip,rfip,disp_pakt,disp_byte,mean_pkt,mean_byte,gsp,avg_durat,avg_flow_dst,rate_pkt_in,disp_interval,label
"02/06/2023, 20:59:02",1,5,4,0.5,0,0,0,0,4,440000000,4,3.66666666666667,5.47E+16,0
"02/06/2023, 20:59:05",1,4,4,0.75,202.990455440644,307569.765032261,110.625,166204.5,4,2.20E+17,8,5.66666666666667,1.59E+17,0
"02/06/2023, 20:59:08",1,0,0,0.75,236.240041362291,357628.884437485,128.25,193207,0,7.09E+17,8,7.66666666666667,1.59E+17,0
"02/06/2023, 20:59:11",1,2,2,0.8,213.035625607028,322551.711212946,101.8,153073.2,2,5.69E+17,10,9,1.38E+17,0
"02/06/2023, 20:59:14",1,4,4,0.857142857142857,185.929104413838,281376.871288313,73.6428571428571,110742,4,4.79E+17,14,11.6666666666667,1.70E+17,0
"02/06/2023, 20:59:17",1,0,0,0.857142857142857,185.56597416884,280827.809214664,73.5,110526,0,6.83E+17,14,12.3333333333333,1.70E+17,0
"02/06/2023, 20:59:20",1,4,4,0.888888888888889,166.422644889529,251798.320760648,57.5555555555556,86552.6666666667,4,5.33E+17,18,16.3333333333333,1.91E+17,0
"02/06/2023, 20:59:23",1,2,2,0.9,155.797599805848,235706.975014049,50.95,76612.2,2,6.11E+17,20,17.6666666666667,2.20E+17,0
"02/06/2023, 20:59:26",1,0,0,0.9,157.028751976727,237568.509001642,51.35,77217,0,6.07E+17,20,19,2.20E+17,0
"02/06/2023, 20:59:29",1,0,0,0.9,157.336540072881,238033.892501312,51.45,77368.2,0,6.09E+17,20,19.6666666666667,2.18E+17,0
"02/06/2023, 20:59:32",1,4,4,0.916666666666667,145.325322209732,219837.078233741,43.1666666666667,64914.5,4,4.69E+17,24,21.6666666666667,2.16E+17,0
"02/06/2023, 20:59:35",1,2,2,0.923076923076923,139.476322776967,210980.699983117,39.7307692307692,59746.6153846154,2,5.40E+17,26,22.3333333333333,1.99E+17,0
"02/06/2023, 20:59:38",1,4,4,0.933333333333333,134.920495959232,204073.447502642,35.6666666666667,53645.2,4,5.31E+17,30,27.6666666666667,1.82E+17,0
"02/06/2023, 20:59:41",1,2,2,0.9375,120.830021738084,182761.166626892,30.90625,46465.125,2,5.38E+17,32,29.6666666666667,2.00E+17,0
"02/06/2023, 20:59:44",1,2,2,0.941176470588235,121.523102855503,183803.084122554,30.1176470588235,45288.3529411765,2,5.60E+17,34,33.6666666666667,1.93E+17,0
"02/06/2023, 20:59:47",1,2,2,0.944444444444444,123.536717760027,186861.653847379,29.7777777777778,44709.7777777778,2,5.54E+17,36,35,1.85E+17,0
"02/06/2023, 20:59:50",1,0,0,0.944444444444444,118.788016471119,179662.381609507,28.5833333333333,42982.3333333333,0,5.72E+17,36,36.3333333333333,1.85E+17,0
"02/06/2023, 20:59:53",1,4,4,0.95,113.969741260902,172368.639474372,25.975,39062.1,4,5.21E+17,40,40.3333333333333,2.01E+17,0
"02/06/2023, 20:59:56",1,0,0,0.95,112.645435907405,170366.255823243,25.675,38608.5,0,5.78E+17,40,41.6666666666667,2.01E+17,0
"02/06/2023, 20:59:59",1,4,4,0.954545454545455,101.637156208735,153716.368073447,22.0681818181818,33174.2727272727,4,5.28E+17,44,45,2.06E+17,0
"02/06/2023, 21:00:02",1,2,2,0.956521739130435,106.24381993962,160703.179732533,22.6304347826087,33909.8260869565,2,5.43E+17,46,46.6666666666667,1.98E+17,0
"02/06/2023, 21:00:05",1,0,0,0.956521739130435,105.410678354288,159455.263753765,22.5,33651.1304347826,0,5.82E+17,46,49.3333333333333,2.01E+17,0
"02/06/2023, 21:00:08",1,0,0,0.956521739130435,105.513714565229,159611.059616807,22.5217391304348,33684,0,5.41E+17,46,50.3333333333333,1.79E+17,0
"02/06/2023, 21:00:11",1,2,2,0.958333333333333,103.950470680079,157242.536485601,21.7083333333333,32469.5,2,5.00E+17,48,52.3333333333333,1.76E+17,0
"02/06/2023, 21:00:14",1,2,2,0.96,101.600516228803,153684.965094182,20.78,31080,2,5.03E+17,50,54,1.84E+17,0
"02/06/2023, 21:00:17",1,2,2,0.961538461538462,97.4370508783042,147385.701559851,19.5384615384615,29215.8461538462,2,5.13E+17,52,56.6666666666667,1.78E+17,0
"02/06/2023, 21:00:20",1,2,2,0.962962962962963,98.512770227892,149008.71975532,19.3703703703704,28973.7777777778,2,5.27E+17,54,58,1.72E+17,0
"02/06/2023, 21:00:23",1,0,0,0.962962962962963,97.3690523472243,147279.362035589,19.1481481481482,28637.7777777778,0,5.60E+17,54,59,1.72E+17,0
"02/06/2023, 21:00:26",1,2,2,0.964285714285714,100.792133724707,152461.685322516,19.4821428571429,29103.5,2,5.42E+17,56,61.6666666666667,1.67E+17,0
"02/06/2023, 21:00:29",1,2,2,0.96551724137931,90.0425741206068,136220.954671608,17.1896551724138,25551.9310344828,2,5.47E+17,58,64,1.64E+17,0
"02/06/2023, 21:00:32",1,0,0,0.96551724137931,93.999600982536,142204.27706311,17.9310344827586,26672.8965517241,0,5.77E+17,58,66,1.64E+17,0
"02/06/2023, 21:00:35",1,3,3,0.983606557377049,93.0495108821634,140635.017712505,17.2950819672131,25709.737704918,3,5.49E+17,61,70,1.75E+17,0
"02/06/2023, 21:00:38",1,0,0,0.983606557377049,91.7926774226316,138861.356194552,17.0655737704918,25385.9016393443,0,5.72E+17,61,72,1.62E+17,0
"02/06/2023, 21:00:41",1,4,4,0.984615384615385,89.4960060346485,135381.849867592,16.1076923076923,23963.2615384615,4,5.47E+17,65,76,1.81E+17,0
